name,artists,popularity,album_name,danceability,energy,liveness,valence,tempo,speechiness,title
You'll Be in My Heart,NIKI,93,You'll Be In My Heart,-1.2763536104821414,-0.29704328661446083,-0.37566364404117025,0.36866134674759893,2.2823131047468292,-0.6504037240784865,You'll Be in My Heart by NIKI
Morena,"Neton Vega, Peso Pluma",92,Mi Vida Mi Muerte,0.21228089688014673,0.6760139968976766,1.2050893354000447,-1.621982229354401,-0.17975527224424212,-0.7416492920015645,"Morena by Neton Vega, Peso Pluma"
Show Me Love,"WizTheMc, bees & honey",94,Show Me Love,0.33221827425056816,0.16859148709073343,-0.4859487356300922,-1.7744188995964458,-0.5642365502056952,-0.6079639250444966,"Show Me Love by WizTheMc, bees & honey"
Si Antes Te Hubiera Conocido,KAROL G,94,Si Antes Te Hubiera Conocido,1.813797641767538,0.03128892561356123,-0.8035697994061874,1.059109794314509,0.17508514455356136,-0.5708291008897556,Si Antes Te Hubiera Conocido by KAROL G
Pink Pony Club,Chappell Roan,88,The Rise and Fall of a Midwest Princess,-0.4015162696625975,-0.07616525293379145,-0.49330107506935367,-0.19625101944350914,-0.5794996459781361,-0.5655241260105068,Pink Pony Club by Chappell Roan
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",93,Flower Boy,-0.76838354161918,-0.6194058222565182,-0.5006534145086151,0.3103767375374052,-1.5767712006131618,-0.050941562723380664,"See You Again (feat. Kali Uchis) by Tyler, The Creator, Kali Uchis"
EoO,Bad Bunny,94,DeBÃ TiRAR MÃ¡S FOToS,-2.165301230992323,-1.1865250979231015,-0.695490409649044,-1.6443993867429372,-2.1042864549664646,-0.32361727151676506,EoO by Bad Bunny
Mystical Magical,Benson Boone,92,Mystical Magical,0.028847260901855895,0.20440954660651767,1.5874109862416408,1.3325991144546483,-0.11388669188057791,0.1623184274224181,Mystical Magical by Benson Boone
Every Breath You Take,The Police,93,Synchronicity (Remastered 2003),1.0800630978543717,-1.2581612169546699,-0.7771013774248462,0.8483885148622701,-0.20121568068530724,-0.6992094929675746,Every Breath You Take by The Police
Azizam,Ed Sheeran,92,Azizam,-0.027593857860695375,1.4102842169712526,-0.8241563498361195,1.4581351958304503,0.17405816131133284,-0.5665851209863565,Azizam by Ed Sheeran
Isaka (6am),"CIZA, Jazzworx, Thukuthela",75,Isaka (6am),-2.299348888053382,-0.732829677389835,0.2566375477353156,0.9021896925947566,1.9009481897273128,-0.46791258823233034,"Isaka (6am) by CIZA, Jazzworx, Thukuthela"
Uzizwa Kanjan (feat. GL_Ceejay),"Jazzworx, MaWhoo, Thukuthela, GL_Ceejay",72,Uzizwa Kanjan (feat. GL_ceejay),-1.1070302541944876,-1.3835244252599146,-0.49330107506935367,0.04137084887497303,-0.17805543791227654,-0.5188403470731181,"Uzizwa Kanjan (feat. GL_Ceejay) by Jazzworx, MaWhoo, Thukuthela, GL_Ceejay"
Mali,"Dlala Thukzin, Zee Nxumalo, SYKES",69,031 Studio Camp 2.0,0.9883462798652267,-0.744769030561763,-0.9153253588829616,-1.164672218628266,-0.17823250398852328,-0.5188403470731181,"Mali by Dlala Thukzin, Zee Nxumalo, SYKES"
"Abantwana Bakho (feat. Thatohatsi, Young Stunna & Nkosazana Daughter)","DJ Maphorisa, Xduppy, Kabza De Small, Thatohatsi, Young Stunna, Nkosazana Daughter",69,NGOMOYA,0.5156519102288598,0.5028933759047195,0.02871502511821024,-0.03933091772375677,-0.35735254671939065,-0.5421822365418124,"Abantwana Bakho (feat. Thatohatsi, Young Stunna & Nkosazana Daughter) by DJ Maphorisa, Xduppy, Kabza De Small, Thatohatsi, Young Stunna, Nkosazana Daughter"
Vuka (feat. Thukuthela),"Oscar Mbo, Jazzworx, Thukuthela",71,Vuka (feat. Thukuthela),0.501541630538222,-1.2402521871967778,-0.530062772265661,-0.12003268432248657,-0.1797906854594916,-0.5740120858173048,"Vuka (feat. Thukuthela) by Oscar Mbo, Jazzworx, Thukuthela"
Vuma Dlozi Lami (feat. Ancestral Rituals),"Issa sisdoh, Ancestral Rituals",69,Vuma Dlozi Lami (feat. Ancestral Rituals),0.05706782028313153,-0.2612252270986766,-0.9667917349577919,0.9335737129387071,-0.18042812333397867,-0.7204293924845696,"Vuma Dlozi Lami (feat. Ancestral Rituals) by Issa sisdoh, Ancestral Rituals"
UNIKHODIMA,"NHLOSO KHWELA, Shenge wasehlalankosi",63,UNIKHODIMA,1.0941733775450095,-0.6134361456705542,-0.6550525427331059,1.5478038253845945,0.24382219535241753,-0.20690782417329318,"UNIKHODIMA by NHLOSO KHWELA, Shenge wasehlalankosi"
Warning,"Shandesh, Shebeshxt, King Salah, Kaycherlow NLL",63,Warning,-0.923596618216196,0.258136635880194,-0.5984395290507927,1.2070630330788463,0.13117275764445255,-0.1602240452359044,"Warning by Shandesh, Shebeshxt, King Salah, Kaycherlow NLL"
Sdudla or Slender,"Shandesh, Mvzzle",69,Sdudla or Slender,1.277607013523301,0.10292504464512968,-0.9895839872195025,1.1846458756903104,0.14055725968551228,-0.36605707055075487,"Sdudla or Slender by Shandesh, Mvzzle"
Di Chopper,"Shandesh, Mvzzle, Abi wa Mampela, Naleboy Young King",68,Di Chopper,0.6355892875992812,0.3536514612556186,-0.8792988956305806,1.5074529420852296,0.14094680505325421,-0.44350970378778615,"Di Chopper by Shandesh, Mvzzle, Abi wa Mampela, Naleboy Young King"
Sajola Kamnandi,"Sminofu, Zee Nxumalo",66,Sajola Kamnandi,0.007681841365899169,1.6729499867536697,-0.5822643822844173,1.0277257739705585,1.164742857909993,-0.48488850784592624,"Sajola Kamnandi by Sminofu, Zee Nxumalo"
Sohlala Sisonke,"Dlala Thukzin, Zeh McGeba, MK Productions",67,Finally Famous Too,0.33927341409588707,0.6103475544520722,-1.0145819413129915,0.8170044945183196,-0.1790824211545061,-0.6832945683298285,"Sohlala Sisonke by Dlala Thukzin, Zeh McGeba, MK Productions"
Ngwanaka,"Janesh, Hitboss SA",64,Lekompo Easter,0.3674939734771627,0.28201534222405017,-0.9300300377614846,-0.9225669188320769,0.16938361689842746,-0.49974243750782266,"Ngwanaka by Janesh, Hitboss SA"
Ngisakuthanda,"Zee Nxumalo, TBO, PYY Log Drum King, Dj Tearz, Dr Thulz",68,Ngisakuthanda,0.7061406860524704,0.9028617071643094,-0.810922138845449,-0.021397191812927922,-0.35714006742789495,-0.4795835329666775,"Ngisakuthanda by Zee Nxumalo, TBO, PYY Log Drum King, Dj Tearz, Dr Thulz"
Deda,Samthing Soweto,59,Deda,-2.4333965451144413,-1.6044024589405836,-0.022751350956620054,-1.469545559112356,-1.2789106471514526,-0.4870104977976257,Deda by Samthing Soweto
Ndonwabile (feat. Raspy & Babalwa M),"Kelvin Momo, Raspy, Babalwa M",62,Thato Ya Modimo,1.3340481322858524,-0.6850722647021226,-0.9881135193316503,-1.0212024113416351,-0.39258869589242623,-0.5061084073629212,"Ndonwabile (feat. Raspy & Babalwa M) by Kelvin Momo, Raspy, Babalwa M"
Ncono Siyeke,"Mshinwemali, Shenge wasehlalankosi",62,Ncono Siyeke,-1.4950629456870272,0.8133165583748495,2.9255367641872265,1.4222677440087925,-0.827038020570616,-0.6875385482332275,"Ncono Siyeke by Mshinwemali, Shenge wasehlalankosi"
Wayengenalutho,MENZI MUSIC,64,Sizesiguge,-0.5355639267236568,1.7863738418869863,-0.6778447949948164,1.7002404956266397,-1.9323552949312013,-0.6472207391509371,Wayengenalutho by MENZI MUSIC
Emhlabeni (feat. Thatohatsi & Tracy),"Kelvin Momo, Da Muziqal Chef, Thatohatsi, Tracy",64,Thato Ya Modimo,1.1647247759981987,-0.28510393344253276,-0.4712440567515693,0.7049187075756392,-0.39223456373993326,-0.444570698763636,"Emhlabeni (feat. Thatohatsi & Tracy) by Kelvin Momo, Da Muziqal Chef, Thatohatsi, Tracy"
Soft,"Nasty C, Usimamane",57,Soft,-0.05581441724197101,-1.4730695740493753,-0.4859487356300922,-1.3709100666027974,2.0500732391420393,1.8493004390235124,"Soft by Nasty C, Usimamane"
Uvume Kanjani?,LIMIT NALA,63,Uvume Kanjani?,-0.18280693445771137,0.34768178466965455,-0.6072623363779064,1.059109794314509,0.24431798036590782,-0.7798451111321553,Uvume Kanjani? by LIMIT NALA
Mamenemene,"Shandesh, DJ Janisto, King Salah",62,Mamenemene,0.5932584485273678,-0.01646848707415107,-0.8241563498361195,1.4626186273081574,0.13432453380163858,0.11987862838842826,"Mamenemene by Shandesh, DJ Janisto, King Salah"
"ZENZELE (feat. Royal MusiQ, Uncool MC, Xduppy, & CowBoii)","Uncle Waffles, Royal MusiQ, Uncool MC, Xduppy, CowBoii",69,4 Da Ho's,1.5315920479547818,-1.5148573101511236,-0.7976879278547784,0.7721701797412475,-0.35575895203317287,-0.24616463827973367,"ZENZELE (feat. Royal MusiQ, Uncool MC, Xduppy, & CowBoii) by Uncle Waffles, Royal MusiQ, Uncool MC, Xduppy, CowBoii"
Romeo & Juliet,"Naledi Aphiwe, Mawelele",64,Romeo & Juliet,0.5438724696101355,-0.6014967924986261,-0.8660646846399099,0.6287003724546166,0.10291301187552558,-0.5644631310346571,"Romeo & Juliet by Naledi Aphiwe, Mawelele"
Amen,"Cici, Naledi Aphiwe",63,Amen,-3.0965796905744183,-1.7775230799335409,-0.5006534145086151,-1.3260757518257253,-0.7992032333846805,-0.7554422266876112,"Amen by Cici, Naledi Aphiwe"
Ngiyakuthanda,MENZI MUSIC,63,Sizesiguge,-0.7824938213098178,1.5595261316203535,1.160975298764476,1.2653476422890402,0.4583908665478162,-0.681172578378129,Ngiyakuthanda by MENZI MUSIC
"Dlala Ka Yona (feat. Focalistic, Ricky Lenyora, Uncool MC & Mellow & Sleazy)","DJ Maphorisa, Xduppy, Enny Man Da Guitar, Focalistic, Ricky Lenyora, Uncool MC, Mellow & Sleazy",63,ROUGH DANCE,1.439875229965636,0.007410219269705079,-0.8204801801164888,0.32831046344823406,-0.3924824562466784,-0.4636686083289313,"Dlala Ka Yona (feat. Focalistic, Ricky Lenyora, Uncool MC & Mellow & Sleazy) by DJ Maphorisa, Xduppy, Enny Man Da Guitar, Focalistic, Ricky Lenyora, Uncool MC, Mellow & Sleazy"
Abangifuni,"Romeo Makota, Eemoh",63,Lebelo - EP,0.7625818048150216,-0.24928587392674853,-0.434482359555262,-1.0660367261187074,-0.3565380427686573,-0.627061834609792,"Abangifuni by Romeo Makota, Eemoh"
Mkhuzeni (feat. Da Muziqal Chef),"Kelvin Momo, Babalwa M, Da Muziqal Chef",61,Thato Ya Modimo,0.9107397415667187,1.0341945920555182,-1.0484027027335943,-0.03484748624604955,-0.3565380427686573,-0.5050474123870714,"Mkhuzeni (feat. Da Muziqal Chef) by Kelvin Momo, Babalwa M, Da Muziqal Chef"
Ngishutheni,"Goon Flavour, Master KG, Eemoh",71,Ngishutheni,0.8472434829588485,-0.42837617150566965,-0.7168121940229022,0.740786159397297,-0.3913492333587015,-0.5973539752859991,"Ngishutheni by Goon Flavour, Master KG, Eemoh"
Shapa Bell (feat. King WaveMusiq),"Naleboy Young King, Shandesh, King WaveMusiq",59,Shapa Bell (feat. King WaveMusiq),1.2423313142967065,-0.03437751683204318,-0.7315168729014251,1.166712149779482,0.13790126854181603,-0.030782658182235526,"Shapa Bell (feat. King WaveMusiq) by Naleboy Young King, Shandesh, King WaveMusiq"
Modimo (feat. Sir Trill & Murumba Pitch),"Kelvin Momo, Tycoon, Sir Trill, Murumba Pitch",61,Thato Ya Modimo,1.143559356462242,0.4670753163889353,3.322563093907346,0.11758918399599512,-0.35763585244138524,-0.5453652214693617,"Modimo (feat. Sir Trill & Murumba Pitch) by Kelvin Momo, Tycoon, Sir Trill, Murumba Pitch"
Sigade Umzila,Mthandeni SK,62,Sigade Umzila,0.268722015642698,1.308799715009864,0.22722818997826974,1.4895192161744006,-1.172706414618856,-0.6779895934505797,Sigade Umzila by Mthandeni SK
Esandleni,Nontokozo Mkhize,57,Lindiwe,-1.3398498690900116,0.1208340744030218,1.160975298764476,-0.2500521971759957,-0.825656905175894,-0.6493427291026367,Esandleni by Nontokozo Mkhize
Residuals,Chris Brown,76,11:11 (Deluxe),-0.6131704650221648,-0.10601363586361164,-0.5080057539478766,-1.7026839959531306,-0.28960706594751456,-0.19735886939064534,Residuals by Chris Brown
Awsukanini,Umafikizolo,61,Inja Kabi Lena,-0.013483578170057556,1.8460706077466267,0.6021975013806046,1.8661274603018059,1.4476944477517542,-0.6663186487162325,Awsukanini by Umafikizolo
Ngimile Mpo,Umafikizolo,59,Inja Kabi Lena,-0.30979945167345174,1.6072835443080657,0.3448656210064533,1.453651764352743,1.733514508028708,-0.6716236235954812,Ngimile Mpo by Umafikizolo
Bo Gogo (feat. Tracy & Thatohatsi),"Kelvin Momo, Da Muziqal Chef, Tracy, Thatohatsi",65,Ntsako,1.0165668392465024,0.28201534222405017,-0.6197613134246509,-0.07519836954541445,-0.3569630013516487,-0.5432432315176622,"Bo Gogo (feat. Tracy & Thatohatsi) by Kelvin Momo, Da Muziqal Chef, Tracy, Thatohatsi"
We Belong Together,Mariah Carey,74,The Emancipation of Mimi,1.1717799158435176,-1.1686160681652094,-0.640347863854583,0.9694411647603647,0.5980605874909843,-0.4116798545122939,We Belong Together by Mariah Carey
Naledi,"Mawelele, Naledi Aphiwe",62,Time,0.05706782028313153,-0.744769030561763,-0.5932928914433095,-0.22763503978745964,-0.9958528176639424,-0.7618081965427096,"Naledi by Mawelele, Naledi Aphiwe"
Snooze,SZA,90,SOS,-0.7613284017738611,-0.6671632349442305,-0.49330107506935367,-0.7118456393798379,0.7056105222030536,0.3320776235583772,Snooze by SZA
Kgatsa dinoka,"Mabotho s, Dj Lekusto",58,Kgatsa dinoka,1.6585845651705222,0.8670436476485258,-0.5668244694619683,1.6778233382381036,0.28206846782164235,-0.4604856234013821,"Kgatsa dinoka by Mabotho s, Dj Lekusto"
Ungukuphila,Xolly Mncwango,59,Jesus Is Enough,-2.743822698308473,-1.0313135066880368,1.278612729792659,-0.9808515280422704,1.6176778809483074,-0.5135353721938694,Ungukuphila by Xolly Mncwango
Ndisize (feat. Ami Faku),"Caiiro, Ami Faku",63,Caiiro,0.8260780634228918,-0.20152846123903623,-0.6271136528639123,-0.15141670466643703,-0.21523931392402287,-0.5474872114210612,"Ndisize (feat. Ami Faku) by Caiiro, Ami Faku"
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",85,GOLDEN,0.8684089024948052,1.004346209125698,-0.7160769600789761,1.4402014699196213,0.06742897019574483,-0.6015979551893982,"Seven (feat. Latto) (Explicit Ver.) by Jung Kook, Latto"
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",79,3D : The Remixes,1.3128827127498957,0.9625584730239498,-0.6704924555555549,1.5119363735629368,-0.5325771357728375,0.02438908056195116,"3D (feat. Jack Harlow) by Jung Kook, Jack Harlow"
PhÃ©p MÃ u - ÄÃ n CÃ¡ Gá»— Original Soundtrack,"MAYDAYs, Minh Tá»‘c & Lam",74,PhÃ©p MÃ u (ÄÃ n CÃ¡ Gá»— Original Soundtrack),-1.2340227714102279,-0.9238593281406842,0.5654358041842972,-1.3529763406919686,0.7356763419496936,-0.6917825281366264,"PhÃ©p MÃ u - ÄÃ n CÃ¡ Gá»— Original Soundtrack by MAYDAYs, Minh Tá»‘c & Lam"
DANCING IN THE DARK,SOOBIN,73,Báº¬T NÃ“ LÃŠN,-0.2956891719828139,-0.9537077110705043,-0.4418346989945234,-0.7297793652906668,-0.5327896150643332,-0.735283322146466,DANCING IN THE DARK by SOOBIN
váº¡n váº­t nhÆ° muá»‘n ta bÃªn nhau,RIO,70,váº¡n váº­t nhÆ° muá»‘n ta bÃªn nhau,0.14172949842695842,-2.6073081253825414,-0.36831130460190875,0.072754869218923,-0.9615374120873885,-0.7278563573155179,váº¡n váº­t nhÆ° muá»‘n ta bÃªn nhau by RIO
Winter Ahead (with PARK HYO SHIN),"V, Park Hyo Shin",84,Winter Ahead (with PARK HYO SHIN),-2.165301230992323,-2.0700372326457783,0.3889796576420221,-1.4426449702461128,-1.6374694515504313,-0.7671131714219582,"Winter Ahead (with PARK HYO SHIN) by V, Park Hyo Shin"
Exit Sign,"HIEUTHUHAI, marzuz",71,Ai CÅ©ng Pháº£i Báº¯t Äáº§u Tá»« ÄÃ¢u ÄÃ³,-1.297519030018098,-0.38061875881795737,-0.17715047918111074,-1.684750270042302,-1.6894914647516261,3.069444661250719,"Exit Sign by HIEUTHUHAI, marzuz"
Tá»«ng NgÃ y YÃªu Em,buitruonglinh,69,Tá»«ng NgÃ y NhÆ° MÃ£i MÃ£i,-0.443847108734511,-0.7865567666635113,-0.2359691946952025,-0.5638924006155002,1.0592823028976313,-0.31512931170996716,Tá»«ng NgÃ y YÃªu Em by buitruonglinh
Wrong Times,"Puppy, Dangrangto",72,Wrong Times,1.0024565595558645,-1.4491908677055192,-0.4491870384337848,-0.1334829787556082,0.8840931270594339,2.3161382283973997,"Wrong Times by Puppy, Dangrangto"
Ã‚m Tháº§m BÃªn Em,SÆ¡n TÃ¹ng M-TP,69,m-tp M-TP,-1.1775816526476768,-1.1984644510950295,-0.3609589651626473,-1.989623610526392,0.6017435618769091,-0.7787841161563055,Ã‚m Tháº§m BÃªn Em by SÆ¡n TÃ¹ng M-TP
MÆ¡,VÅ© CÃ¡t TÆ°á»ng,68,MÆ¡,-0.7824938213098178,-1.4909786038072674,-0.6227022492003554,-1.6130153663989866,-0.3540237044859583,-0.22918871866613771,MÆ¡ by VÅ© CÃ¡t TÆ°á»ng
Báº§u Trá»i Má»›i,"Da LAB, Minh Tá»‘c & Lam",67,MâˆžN,-1.431566687079157,0.27604566563808614,-0.4859487356300922,-1.2364071222715811,2.0172806018212035,-0.49019348272517493,"Báº§u Trá»i Má»›i by Da LAB, Minh Tá»‘c & Lam"
Lá»… ÄÆ°á»ng,Kai Äinh,70,Lá»… ÄÆ°á»ng,-0.6202256048674837,-1.3297973359862383,-0.7366635105089082,-0.19625101944350914,0.4530788842604247,-0.6143298948995951,Lá»… ÄÆ°á»ng by Kai Äinh
Äá»«ng LÃ m TrÃ¡i Tim Anh Äau,SÆ¡n TÃ¹ng M-TP,71,Äá»«ng LÃ m TrÃ¡i Tim Anh Äau,1.3199378525952146,-0.159740725137288,-0.309492589087817,1.3774334292317205,0.086020908201618,-0.6376717843682895,Äá»«ng LÃ m TrÃ¡i Tim Anh Äau by SÆ¡n TÃ¹ng M-TP
CÃ³ ÄÃ´i Äiá»u,Shiki,70,Láº·ng,-1.741992840273189,-0.4343458480916337,-0.06686538759218867,-0.6490775986919369,-1.1730251335560995,0.7352557143812802,CÃ³ ÄÃ´i Äiá»u by Shiki
